1.024768	6965.78	406.6121
0.338676	1857.576	48.81282
0.392995	2274.206	90.13676
1.081128	7540.942	512.8969
0.95478	6578.545	422.8563
0.718335	4611.628	202.6317
0.132452	639.0521	7.96695
0.674772	4351.306	204.2906
0.356246	1902.083	69.05449
1.143978	8142.687	521.9044
0.821575	5403.954	331.4793
0.625633	3754.642	170.8581
0.320691	1726.922	73.29096
0.34781	1824.191	92.36676
0.442612	2452.375	84.35823
0.202447	1009.293	18.50809
0.72198	4535.986	204.4111
0.219666	1109.06	30.93482
0.297509	1625.371	68.58259
0.065107	304.6413	3.709153
0.359883	1993.136	70.06183
0.847007	5545.583	344.5764
0.457298	2674.878	73.88724
0.157191	777.5895	12.33475
0.220525	1136.936	25.86532
0.105464	497.5832	7.806161
0.331976	1789.619	75.06492
0.629632	3849.421	166.0936
0.898071	6280.549	366.2805
0.120373	579.4638	5.667741
0.636399	3819.558	148.5047
0.068203	321.526	4.026276
0.128018	615.0236	12.06356
1.62843	12331.03	986.1792
0.186426	933.9207	28.76032
0.656524	4078.471	242.3815
0.483791	2721.66	115.7058
0.410042	2286.945	119.6588
0.428384	2352.993	94.19056
0.556775	3394.89	107.0689
0.316188	1740.38	44.05231
0.735298	4510.502	303.9898
0.372024	2061.765	104.3914
0.08415	402.2932	5.979307
0.319148	1696.277	67.65545
0.74854	4811.032	209.5336
0.501082	2811.365	169.0018
0.892409	5640.193	353.7351
0.43219	2373.662	127.8708
0.202577	1052.792	25.96346
0.164007	802.0388	17.0171
0.396647	2249.713	66.35837
0.172539	846.8838	26.03155
0.316264	1678.556	53.98941
0.392746	2132.792	71.47898
0.984322	6875.706	538.5988
0.376158	2081.195	98.1708
0.196137	995.4744	12.47109
0.756982	4748.482	371.6655
0.510074	3119.368	208.1324
0.166524	821.684	15.29452
0.827255	5233.896	422.968
0.447273	2709.633	158.1305
1.447309	11096.68	800.0989
0.251443	1326.471	40.94193
0.729313	4292.811	329.4001
0.395739	2289.066	82.38243
0.165547	813.4005	22.07856
0.11148	537.3774	6.545793
0.121365	582.7958	7.364936
0.433593	2429.21	67.73213
0.334503	1789.59	55.32013
0.498868	3001.809	100.1798
0.695261	4452.584	236.9486
1.184887	8280.672	559.2231
0.426894	2331.398	147.0306
0.340789	1894.183	41.64423
0.532591	3072.552	229.233
0.324816	1726.352	34.77363
0.231124	1198.019	47.10148
0.145961	702.3191	16.75588
0.13271	640.3963	11.28695
0.180001	901.4135	10.98637
0.213655	1107.449	26.17855
0.257824	1342.083	20.8732
0.196853	1009.009	15.6711
0.546699	3327.006	105.7312
0.759276	4894.986	221.1285
0.643108	3845.759	325.8944
0.446075	2408.056	183.7612
0.452318	2653.533	114.207
0.903931	6260.028	336.636
0.413241	2223.508	110.3558
0.225359	1155.394	17.69325
0.107795	514.7611	9.138832
0.429236	2395.983	68.55312
0.432717	2415.752	63.80191
0.228539	1155.588	24.15169
0.371	2052.373	118.4764
0.683076	4310.943	218.4033
0.339367	1864.472	38.81208
0.496062	2841.631	124.9312
0.583943	3303.911	256.8795
0.343257	1878.603	63.24252
0.234129	1220.902	21.727
0.720223	4687.422	186.4383
0.066845	312.4911	4.238913
1.259426	9670.748	666.7916
1.460194	11079.79	895.2122
1.016752	6859.331	409.8973
0.377491	2037.357	67.47166
0.102424	492.9967	9.567975
0.822126	5544.293	378.1925
0.641853	4232.572	290.1973
0.453598	2646.413	193.3546
0.625281	3808.469	145.8319
0.635336	3690.094	247.5235
0.135253	654.61	10.0479
1.096566	7853.081	535.3405
0.486533	2755.21	129.2775
0.762268	4891.817	315.4634
0.21094	1046.18	31.84182
0.443123	2658.395	166.6965
0.264435	1419.006	36.26895
0.270125	1406.317	33.58541
0.495104	3053.851	218.3176
0.265881	1402.002	39.47955
0.212696	1114.326	32.09774
0.720144	4688.611	191.6274
0.735412	4727.658	250.5086
0.263581	1402.461	39.13528
0.344451	1885.538	57.59955
0.623995	3850.837	147.8765
0.658429	4222.198	190.7465
0.22894	1154.548	33.07299
0.179382	887.9045	16.41693
0.457239	2529.813	142.2769
0.144319	712.4265	7.618699
0.24334	1233.221	41.24787
0.451158	2649.031	110.8954
0.423612	2417.631	141.1576
0.865123	5423.667	379.3374
0.556595	3500.281	233.3603
0.163453	801.8592	24.3389
0.458137	2687.301	171.1446
0.287462	1521.235	28.69003
0.26267	1353.546	38.373
0.369552	2001.637	56.43271
1.026781	7399.476	415.6121
0.86621	5647.706	294.8505
1.074025	7611.37	555.6049
0.230794	1196.467	30.51102
0.392334	2105.615	123.8673
0.545741	3303.608	228.3716
1.584073	11130.9	908.9148
0.184525	935.0795	28.33313
0.60633	3892.976	235.4555
1.125985	7791.622	557.835
0.732124	4709.261	194.6254
0.753243	4655.734	374.8626
0.507136	3021.634	90.06561
0.401546	2266.139	146.0132
0.422716	2418.065	142.1705
0.356964	1927.827	65.60989
0.244537	1290.248	24.94457
0.318121	1679.743	42.16963
0.905029	5781.278	287.204
0.476783	2710.419	77.27788
0.490414	2923.442	92.25533
