1.024768	7010.936	406.6121
0.338676	1845.439	48.81282
0.392995	2196.173	90.13676
1.081128	7489.55	512.8969
0.95478	6425.525	422.8563
0.718335	4531.392	202.6317
0.132452	643.954	7.96695
0.674772	4198.465	204.2906
0.356246	1957.467	69.05449
1.143978	8030.374	521.9044
0.821575	5341.349	331.4793
0.625633	3829.728	170.8581
0.320691	1732.213	73.29096
0.34781	1903.505	92.36676
0.442612	2527.483	84.35823
0.202447	1026.785	18.50809
0.72198	4559.496	204.4111
0.219666	1125.088	30.93482
0.297509	1588.488	68.58259
0.065107	302.6622	3.709153
0.359883	1980.829	70.06183
0.847007	5545.103	344.5764
0.457298	2627.451	73.88724
0.157191	776.1073	12.33475
0.220525	1130.033	25.86532
0.105464	503.8756	7.806161
0.331976	1803.085	75.06492
0.629632	3859.457	166.0936
0.898071	5958.929	366.2805
0.120373	580.724	5.667741
0.636399	3909.878	148.5047
0.068203	317.7391	4.026276
0.128018	620.6435	12.06356
1.62843	12408.02	986.1792
0.186426	936.7521	28.76032
0.656524	4060.67	242.3815
0.483791	2809.907	115.7058
0.410042	2308.86	119.6588
0.428384	2431.45	94.19056
0.556775	3325.978	107.0689
0.316188	1704.098	44.05231
0.735298	4662.498	303.9898
0.372024	2059.237	104.3914
0.08415	396.3513	5.979307
0.319148	1722.569	67.65545
0.74854	4765.4	209.5336
0.501082	2930.423	169.0018
0.892409	5912.741	353.7351
0.43219	2457.06	127.8708
0.202577	1027.521	25.96346
0.164007	813.1331	17.0171
0.396647	2220.212	66.35837
0.172539	859.8491	26.03155
0.316264	1704.572	53.98941
0.392746	2194.536	71.47898
0.984322	6671.379	538.5988
0.376158	2086.082	98.1708
0.196137	991.1587	12.47109
0.756982	4831.252	371.6655
0.510074	2993.533	208.1324
0.166524	826.8722	15.29452
0.827255	5386.716	422.968
0.447273	2559.119	158.1305
1.447309	10732.61	800.0989
0.251443	1310.576	40.94193
0.729313	4616.149	329.4001
0.395739	2214.23	82.38243
0.165547	821.535	22.07856
0.11148	534.7248	6.545793
0.121365	585.8843	7.364936
0.433593	2466.515	67.73213
0.334503	1819.035	55.32013
0.498868	2914.929	100.1798
0.695261	4354.364	236.9486
1.184887	8386.208	559.2231
0.426894	2421.44	147.0306
0.340789	1858.838	41.64423
0.532591	3152.857	229.233
0.324816	1758.051	34.77363
0.231124	1191.369	47.10148
0.145961	715.6805	16.75588
0.13271	645.3139	11.28695
0.180001	901.0395	10.98637
0.213655	1090.592	26.17855
0.257824	1348.445	20.8732
0.196853	995.1904	15.6711
0.546699	3253.601	105.7312
0.759276	4849.18	221.1285
0.643108	3960.008	325.8944
0.446075	2550.98	183.7612
0.452318	2593.457	114.207
0.903931	6006.809	336.636
0.413241	2330.141	110.3558
0.225359	1157.934	17.69325
0.107795	515.8028	9.138832
0.429236	2437.178	68.55312
0.432717	2460.61	63.80191
0.228539	1176.355	24.15169
0.371	2052.599	118.4764
0.683076	4261.501	218.4033
0.339367	1849.818	38.81208
0.496062	2895.319	124.9312
0.583943	3522.859	256.8795
0.343257	1874.514	63.24252
0.234129	1208.865	21.727
0.720223	4545.945	186.4383
0.066845	311.1185	4.238913
1.259426	9041.857	666.7916
1.460194	10850.4	895.2122
1.016752	6943.373	409.8973
0.377491	2094.753	67.47166
0.102424	488.3701	9.567975
0.822126	5345.746	378.1925
0.641853	3950.62	290.1973
0.453598	2602.186	193.3546
0.625281	3827.113	145.8319
0.635336	3901.948	247.5235
0.135253	658.7388	10.0479
1.096566	7621.718	535.3405
0.486533	2828.944	129.2775
0.762268	4872.584	315.4634
0.21094	1075.074	31.84182
0.443123	2530.948	166.6965
0.264435	1387.895	36.26895
0.270125	1422.023	33.58541
0.495104	2888.631	218.3176
0.265881	1396.552	39.47955
0.212696	1085.107	32.09774
0.720144	4545.335	191.6274
0.735412	4663.382	250.5086
0.263581	1382.786	39.13528
0.344451	1882.108	57.59955
0.623995	3817.565	147.8765
0.658429	4075.008	190.7465
0.22894	1178.682	33.07299
0.179382	897.6108	16.41693
0.457239	2627.048	142.2769
0.144319	706.9058	7.618699
0.24334	1262.784	41.24787
0.451158	2585.553	110.8954
0.423612	2399.424	141.1576
0.865123	5691.207	379.3374
0.556595	3324.682	233.3603
0.163453	810.1138	24.3389
0.458137	2633.188	171.1446
0.287462	1526.991	28.69003
0.26267	1377.341	38.373
0.369552	2043.22	56.43271
1.026781	7027.923	415.6121
0.86621	5699.999	294.8505
1.074025	7428.892	555.6049
0.230794	1189.45	30.51102
0.392334	2191.828	123.8673
0.545741	3246.738	228.3716
1.584073	11993.93	908.9148
0.184525	926.162	28.33313
0.60633	3686.943	235.4555
1.125985	7874.806	557.835
0.732124	4637.905	194.6254
0.753243	4802.062	374.8626
0.507136	2972.88	90.06561
0.401546	2252.546	146.0132
0.422716	2393.421	142.1705
0.356964	1962.075	65.60989
0.244537	1269.823	24.94457
0.318121	1716.156	42.16963
0.905029	6015.789	287.204
0.476783	2761.382	77.27788
0.490414	2855.936	92.25533
